iter	Logloss
405	0.3313019702
406	0.3311208134
407	0.3310051644
408	0.3309896469
409	0.3308835781
410	0.3307895685
411	0.3306624018
412	0.3305824742
413	0.3304442655
414	0.3303085463
415	0.3301399046
416	0.3300756542
417	0.3300110206
418	0.3296842289
419	0.3296039484
420	0.3294865462
421	0.3293128611
422	0.329306077
423	0.3291879547
424	0.3290035608
425	0.3289210627
426	0.3287688169
427	0.3286541018
428	0.3286018658
429	0.3285229229
430	0.3283804049
431	0.3283355307
432	0.328164904
433	0.3280728196
434	0.3279885305
435	0.3278931285
436	0.3278774579
437	0.3277811079
438	0.3277483319
439	0.3276270459
440	0.3274612559
441	0.3273059083
442	0.3272384026
443	0.3271807054
444	0.3271115679
445	0.3270004564
446	0.3269224907
447	0.3267540964
448	0.3266813646
449	0.3265870611
450	0.3264005673
451	0.32630409
452	0.32621225
453	0.3260951659
454	0.3259821764
455	0.3258267462
456	0.3256442354
457	0.3255580919
458	0.3253536691
459	0.3252650585
460	0.3251416831
461	0.3250864635
462	0.3248724513
463	0.3246486911
464	0.3246102908
465	0.3244793519
466	0.3244132491
467	0.3243198644
468	0.3243166566
469	0.3242708941
470	0.3240047153
471	0.3239626237
472	0.3238373839
473	0.3237735005
474	0.3235361353
475	0.3233873581
476	0.3233637506
477	0.3232023844
478	0.3231529092
479	0.3229506803
480	0.322737522
481	0.3226293649
482	0.3225481261
483	0.3223108187
484	0.3220058311
485	0.3219124032
486	0.3217926813
487	0.3217187369
488	0.3214905488
489	0.3214235082
490	0.3213290261
491	0.3211211319
492	0.3209285517
493	0.3207956349
494	0.320574404
495	0.3203385629
496	0.3202985219
497	0.3202032446
498	0.3200759896
499	0.3199940952
500	0.3199918268
501	0.3199093567
502	0.3198555831
503	0.3197403248
504	0.3197391174
505	0.3195972121
506	0.3195043601
507	0.3192860055
508	0.3190292493
509	0.3188634379
510	0.3188132895
511	0.3186402362
512	0.3184048526
513	0.3183650231
514	0.3182746717
515	0.318227512
516	0.3180976013
517	0.318071489
518	0.3180572589
519	0.3180388099
520	0.3179001511
521	0.3178635659
522	0.3177243959
523	0.3176743097
524	0.3175829789
525	0.3175694039
526	0.3175559184
527	0.3175382004
528	0.3174261012
529	0.3172915293
530	0.317277824
531	0.3172363554
532	0.3172059677
533	0.3171450615
534	0.3170603012
535	0.3170440806
536	0.3168405789
537	0.3167371732
538	0.3166295244
539	0.3164891825
540	0.3162256334
541	0.3161852255
542	0.3159467808
543	0.3159155132
544	0.3158305791
545	0.3157424316
546	0.3157307577
547	0.3156445649
548	0.3155875019
549	0.3154865803
550	0.3154117812
551	0.3153007766
552	0.3151809382
553	0.3150508683
554	0.3150038832
555	0.3148327076
556	0.3147335801
557	0.3146120756
558	0.3144500442
559	0.3142870537
560	0.3140936321
561	0.3140085736
562	0.3138960017
563	0.3138026354
564	0.3136187171
565	0.3135754113
566	0.3133398685
567	0.3132201909
568	0.3130375234
569	0.3129611591
570	0.3129500754
571	0.3128635891
572	0.3126511205
573	0.3122875019
574	0.3121999073
575	0.3121446801
576	0.3119163655
577	0.3117104509
578	0.3116584916
579	0.3115960273
580	0.3115950418
581	0.3115743988
582	0.3115111264
583	0.3113796997
584	0.3113257798
585	0.3112658445
586	0.3112220474
587	0.3110413557
588	0.3110073947
589	0.3108903378
590	0.3107002018
591	0.310644266
592	0.3106131485
593	0.3104518303
594	0.3103621359
595	0.310218743
596	0.310201177
597	0.3100656617
598	0.3099830888
599	0.3098795634
600	0.3097550468
601	0.3096459926
602	0.3095955089
603	0.309467446
604	0.3094563506
605	0.3093784268
606	0.3091104128
607	0.3088116612
608	0.3085913468
609	0.3085465762
610	0.3083697102
611	0.3083071228
612	0.3082336708
613	0.3082092
614	0.3081248648
615	0.3079513329
616	0.3078952477
617	0.3077424338
618	0.3076979765
619	0.3076370576
620	0.3075959925
621	0.3075746102
622	0.3075006449
623	0.3072603622
624	0.3071784006
625	0.3071763303
626	0.307099127
627	0.3070159127
628	0.3069614549
629	0.3068773379
630	0.3067650631
631	0.3066946481
632	0.306665997
633	0.3066377948
634	0.3066034177
635	0.3063240799
636	0.3061317071
637	0.3060046474
638	0.3056002702
639	0.3055294946
640	0.3054816043
641	0.3054269051
642	0.3053129967
643	0.3052340301
644	0.3051526229
645	0.3051008723
646	0.3050057121
647	0.304883497
648	0.3046841179
649	0.3046373155
650	0.3045968262
651	0.3044537553
652	0.3044050208
653	0.3043575052
654	0.304349107
655	0.3042555985
656	0.3041765296
657	0.3040472045
658	0.3039408641
659	0.3038176806
660	0.3037657768
661	0.3036133794
662	0.3032157147
663	0.303132875
664	0.3030276062
665	0.3029548513
666	0.3029060202
667	0.3028006506
668	0.3026567456
669	0.3025865598
670	0.3025445543
671	0.3024327067
672	0.3023800058
673	0.3022899442
674	0.3021848928
675	0.3018596343
676	0.3017879042
677	0.3016355102
678	0.3015916251
679	0.3014598179
680	0.3013075532
681	0.3012053245
682	0.3011557226
683	0.3011400827
684	0.3009414838
685	0.3008672244
686	0.3007477331
687	0.3006245491
688	0.3004992624
689	0.3004801213
690	0.3004010125
691	0.3002981754
692	0.3002358487
693	0.3000911194
694	0.2999866186
695	0.2998464874
696	0.2998055321
697	0.2997658404
698	0.2997577412
699	0.2996687667
700	0.299661117
701	0.2996293801
702	0.2995262742
703	0.2995041701
704	0.2994475044
705	0.2994315214
706	0.299374822
707	0.2991699643
708	0.2990628326
709	0.2988977828
710	0.2987426048
711	0.298501641
712	0.2983170325
713	0.2982127571
714	0.2979775272
715	0.2977933265
716	0.2976440162
717	0.2975846738
718	0.2973043416
719	0.2972974793
720	0.2972619626
721	0.2971306581
722	0.2970163531
723	0.2969115131
724	0.296805396
725	0.2967947987
726	0.2966884021
727	0.2966014416
728	0.2965923826
729	0.2965758465
730	0.2963285119
731	0.2962835867
732	0.2961057677
733	0.2958445446
734	0.2957610399
735	0.2956304829
736	0.2955215357
737	0.2952428189
738	0.2951057297
739	0.2949400292
740	0.2948726787
741	0.2948007199
742	0.2946627335
743	0.2946289832
744	0.2944556304
745	0.2944538682
746	0.2944367134
747	0.2942630962
748	0.294136264
749	0.2940520792
750	0.2939928922
751	0.2938588259
752	0.2938053952
753	0.2936320525
754	0.2935106462
755	0.2934055326
756	0.2933993025
757	0.2933205201
758	0.2932447511
759	0.2930773166
760	0.2930212626
761	0.292827107
762	0.2927175681
763	0.2925984392
764	0.2924957553
765	0.2923125033
766	0.2922633012
767	0.292228978
768	0.2921594439
769	0.2920520118
770	0.291876067
771	0.2917818513
772	0.2917662466
773	0.2916475737
774	0.2914651803
775	0.2914121531
776	0.2912730679
777	0.2912383183
778	0.2910586468
779	0.2908931113
780	0.2908380267
781	0.2907649603
782	0.2907494052
783	0.2906526231
784	0.2905892379
785	0.2905001922
786	0.2904480959
787	0.2903895001
788	0.2903054494
789	0.2902877332
790	0.2902406897
791	0.2900825434
792	0.2900756966
793	0.2899874235
794	0.2899424515
795	0.2898712626
796	0.2898089553
797	0.2897738193
798	0.2897296534
799	0.2896419208
800	0.2895503753
801	0.2895239764
802	0.2892956611
803	0.2892333431
804	0.2892241952
805	0.2890452979
806	0.2888923558
807	0.2888345289
808	0.2887112504
809	0.2885772482
810	0.2884050774
811	0.2883661694
812	0.2882341744
813	0.2879205642
814	0.2878337019
815	0.2877232634
816	0.2876847442
817	0.2876383122
818	0.2875196064
819	0.2874729061
820	0.2873012094
821	0.2871390237
822	0.2870295598
823	0.2869391199
824	0.2868692621
825	0.2867823242
826	0.2866428012
827	0.2865643264
828	0.2862933485
829	0.2861861846
830	0.2859501852
831	0.2858462706
832	0.285823473
833	0.2856474901
834	0.2856268195
835	0.2855312991
836	0.2854315444
837	0.285353133
838	0.2851859066
839	0.2850531001
840	0.2847752983
841	0.2847285392
842	0.2847053394
843	0.2846044665
844	0.2843036502
845	0.284278058
846	0.2841038762
847	0.2839468421
848	0.2839009962
849	0.283865897
850	0.2837873205
851	0.2835894515
852	0.2835194413
853	0.2833229775
854	0.2832548842
855	0.2831053785
856	0.2829624764
857	0.2829180391
858	0.2827900394
859	0.2826605661
860	0.2826228944
861	0.2825798522
862	0.2825652914
863	0.2825251646
864	0.2823984727
865	0.2822858523
866	0.2822438297
867	0.2821884791
868	0.2821614638
869	0.2820179329
870	0.2819672005
871	0.2819176404
872	0.2817914695
873	0.2817274869
874	0.2816544758
875	0.2814123197
876	0.2813592462
877	0.2813034415
878	0.2812453139
879	0.2812055041
880	0.2811595133
881	0.2811034911
882	0.280925158
883	0.2807351206
884	0.2805998464
885	0.280407139
886	0.2803930753
887	0.2802407063
888	0.2801682647
889	0.2799840656
890	0.2798843875
891	0.2797227884
892	0.2796667203
893	0.2795873855
894	0.2794446443
895	0.2793340984
896	0.2790736215
897	0.2788855327
898	0.2787372586
899	0.2786280449
900	0.2784922762
901	0.2783072513
902	0.2780438976
903	0.2780350543
904	0.2779540318
905	0.2777696167
906	0.2777663511
907	0.2777055656
908	0.277663535
909	0.2775278581
910	0.2773797369
911	0.2773586501
912	0.2773397587
913	0.2772810731
914	0.2770162917
915	0.276952601
916	0.2768373041
917	0.2765842184
918	0.2765101839
919	0.2764366684
920	0.2764165111
921	0.2764038823
922	0.2762685648
923	0.2762315812
924	0.2759531141
925	0.2756950208
926	0.2756580972
927	0.275594424
928	0.2754895369
929	0.275423596
930	0.2753776754
931	0.2753303585
932	0.2752069425
933	0.275171028
934	0.2751050778
935	0.2750427697
936	0.2749132269
937	0.2748600917
938	0.2746206819
939	0.2745660297
940	0.274461134
941	0.2744399779
942	0.2743511733
943	0.2743094286
944	0.274151248
945	0.2740149302
946	0.2738829551
947	0.2738431651
948	0.273794824
949	0.2735162152
950	0.2734811915
951	0.273353197
952	0.2732521079
953	0.2731679999
954	0.2730442831
955	0.2728946704
956	0.2728614952
957	0.2726064597
958	0.2725074813
959	0.272379358
960	0.2722576028
961	0.2722213979
962	0.2721612484
963	0.2720957855
964	0.2720656682
965	0.2718680062
966	0.2718098759
967	0.271759641
968	0.2716877085
969	0.2716300952
970	0.2715228753
971	0.2715077703
972	0.2714351578
973	0.2712035171
974	0.2711829115
975	0.2711181391
976	0.2710334108
977	0.2709746315
978	0.2709042625
979	0.2708571423
980	0.2708029259
981	0.2707637939
982	0.270682205
983	0.2704585155
984	0.2704297068
985	0.2703399728
986	0.2702375102
987	0.2701715035
988	0.270028951
989	0.2699935809
990	0.2699355437
991	0.2698742714
992	0.2698260379
993	0.2696906007
994	0.2695971082
995	0.2695511599
996	0.2695187264
997	0.2694743017
998	0.2693505641
999	0.2692893186
