iter	Passed	Remaining
142	368	2206
143	369	2197
144	373	2204
145	377	2205
146	379	2202
147	381	2196
148	383	2190
149	385	2187
150	388	2184
151	391	2182
152	394	2186
153	398	2189
154	401	2189
155	403	2182
156	405	2179
157	408	2178
158	411	2178
159	415	2180
160	418	2183
161	421	2180
162	424	2179
163	428	2183
164	431	2183
165	432	2173
166	434	2169
167	437	2167
168	441	2171
169	445	2175
170	446	2166
171	449	2162
172	451	2159
173	454	2155
174	456	2150
175	458	2147
176	462	2149
177	466	2152
178	468	2149
179	471	2146
180	475	2152
181	479	2153
182	482	2153
183	485	2154
184	489	2155
185	491	2151
186	494	2150
187	496	2144
188	498	2140
189	501	2136
190	503	2132
191	505	2129
192	509	2132
193	511	2125
194	513	2121
195	516	2118
196	520	2120
197	522	2116
198	526	2119
199	528	2115
200	531	2111
201	535	2113
202	536	2107
203	539	2103
204	541	2101
205	544	2097
206	546	2092
207	548	2088
208	550	2084
209	554	2085
210	557	2085
211	560	2082
212	562	2078
213	565	2076
214	567	2073
215	572	2077
216	575	2075
217	578	2074
218	581	2074
219	583	2068
220	585	2065
221	589	2065
222	592	2062
223	595	2063
224	598	2060
225	600	2057
226	604	2060
227	607	2058
228	610	2055
229	614	2055
230	618	2057
231	622	2059
232	625	2059
233	628	2056
234	631	2056
235	634	2053
236	637	2051
237	640	2050
238	644	2052
239	647	2049
240	650	2050
241	652	2044
242	654	2039
243	658	2038
244	661	2038
245	664	2035
246	668	2036
247	671	2036
248	674	2033
249	676	2028
250	678	2024
251	681	2024
252	685	2022
253	687	2019
254	689	2015
255	692	2011
256	694	2008
257	697	2005
258	700	2005
259	704	2005
260	708	2005
261	711	2004
262	714	2002
263	717	1999
264	718	1993
265	721	1990
266	723	1986
267	726	1985
268	729	1982
269	732	1980
270	736	1980
271	739	1979
272	743	1979
273	748	1982
274	752	1984
275	756	1983
276	758	1980
277	761	1978
278	765	1979
279	768	1975
280	770	1972
281	772	1967
282	775	1965
283	779	1964
284	780	1957
285	784	1959
286	788	1958
287	792	1959
288	796	1959
289	800	1959
290	803	1958
291	806	1955
292	807	1949
293	812	1951
294	816	1951
295	818	1947
296	821	1944
297	825	1944
298	828	1943
299	831	1939
300	834	1937
301	837	1936
302	842	1937
303	844	1932
304	847	1930
305	849	1926
306	852	1923
307	855	1921
308	859	1921
309	863	1921
310	867	1921
311	870	1919
312	874	1920
313	878	1918
314	881	1916
315	883	1912
316	886	1909
317	889	1908
318	892	1905
319	895	1902
320	897	1898
321	899	1894
322	902	1892
323	906	1891
324	909	1889
325	914	1890
326	918	1890
327	922	1890
328	924	1885
329	926	1881
330	929	1877
331	930	1872
332	933	1869
333	937	1869
334	940	1866
335	942	1863
336	944	1859
337	947	1855
338	950	1853
339	955	1854
340	957	1851
341	960	1847
342	962	1844
343	965	1840
344	968	1838
345	971	1835
346	974	1834
347	978	1833
348	982	1833
349	987	1834
350	990	1831
351	993	1828
352	997	1828
353	1000	1826
354	1003	1823
355	1006	1820
356	1008	1816
357	1010	1812
358	1013	1810
359	1018	1811
360	1021	1808
361	1025	1808
362	1029	1805
363	1033	1806
364	1037	1805
365	1042	1805
366	1044	1802
367	1049	1803
368	1054	1802
369	1057	1800
370	1061	1799
371	1066	1800
372	1070	1800
373	1074	1798
374	1078	1797
375	1083	1798
376	1086	1795
377	1089	1793
378	1093	1791
379	1097	1789
380	1099	1786
381	1102	1783
382	1105	1780
383	1108	1777
384	1112	1777
385	1116	1775
386	1118	1772
387	1120	1768
388	1124	1765
389	1129	1766
390	1132	1764
391	1136	1762
392	1140	1761
393	1144	1760
394	1147	1757
395	1149	1753
396	1152	1750
397	1156	1748
398	1161	1749
399	1164	1746
400	1167	1744
401	1170	1741
402	1175	1740
403	1179	1740
404	1184	1739
405	1186	1736
406	1189	1732
407	1193	1732
408	1196	1728
409	1198	1724
410	1203	1724
411	1206	1721
412	1211	1721
413	1213	1717
414	1217	1715
415	1221	1715
416	1225	1713
417	1228	1710
418	1232	1709
419	1236	1707
420	1239	1704
421	1242	1702
422	1244	1697
423	1248	1695
424	1251	1692
425	1256	1692
426	1259	1689
427	1261	1685
428	1265	1684
429	1269	1683
430	1273	1681
431	1276	1678
432	1279	1675
433	1282	1672
434	1287	1672
435	1292	1671
436	1295	1668
437	1298	1665
438	1302	1664
439	1306	1662
440	1309	1659
441	1312	1657
442	1315	1653
443	1317	1650
444	1321	1648
445	1325	1646
446	1329	1645
447	1333	1642
448	1338	1642
449	1340	1638
450	1345	1637
451	1349	1635
452	1353	1634
453	1357	1632
454	1360	1629
455	1363	1627
456	1366	1623
457	1369	1621
458	1372	1617
459	1374	1614
460	1377	1610
461	1380	1608
462	1385	1606
463	1387	1603
464	1390	1599
465	1392	1596
466	1395	1593
467	1399	1591
468	1401	1586
469	1404	1583
470	1406	1580
471	1410	1577
472	1415	1577
473	1418	1574
474	1422	1571
475	1424	1568
476	1426	1564
477	1429	1561
478	1434	1560
479	1438	1558
480	1443	1557
481	1445	1553
482	1450	1552
483	1453	1549
484	1455	1545
485	1459	1543
486	1463	1541
487	1465	1537
488	1469	1535
489	1473	1533
490	1476	1530
491	1481	1529
492	1483	1526
493	1486	1522
494	1488	1519
495	1491	1515
496	1496	1514
497	1499	1511
498	1502	1508
499	1505	1505
500	1507	1501
501	1512	1500
502	1517	1499
503	1521	1497
504	1523	1493
505	1529	1493
506	1533	1490
507	1535	1487
508	1538	1483
509	1541	1481
510	1546	1479
511	1549	1477
512	1551	1473
513	1555	1470
514	1557	1466
515	1561	1464
516	1563	1460
517	1566	1457
518	1569	1454
519	1571	1450
520	1574	1447
521	1577	1444
522	1579	1440
523	1581	1436
524	1584	1433
525	1585	1428
526	1589	1426
527	1591	1422
528	1593	1418
529	1596	1416
530	1598	1412
531	1602	1409
532	1604	1405
533	1608	1403
534	1612	1401
535	1614	1397
536	1618	1395
537	1620	1391
538	1624	1389
539	1627	1386
540	1630	1383
541	1633	1380
542	1637	1378
543	1641	1375
544	1645	1373
545	1648	1370
546	1650	1366
547	1654	1364
548	1657	1361
549	1660	1358
550	1662	1354
551	1665	1351
552	1667	1348
553	1672	1346
554	1675	1343
555	1677	1339
556	1679	1335
557	1681	1332
558	1685	1329
559	1690	1328
560	1693	1325
561	1696	1322
562	1699	1319
563	1704	1317
564	1708	1315
565	1711	1312
566	1714	1309
567	1718	1307
568	1721	1304
569	1724	1300
570	1725	1296
571	1728	1293
572	1730	1289
573	1732	1285
574	1737	1284
575	1741	1281
576	1744	1279
577	1748	1276
578	1752	1274
579	1755	1270
580	1757	1267
581	1759	1263
582	1761	1260
583	1765	1257
584	1769	1255
585	1772	1252
586	1776	1249
587	1779	1247
588	1783	1244
589	1786	1241
590	1789	1238
591	1792	1235
592	1795	1232
593	1799	1230
594	1803	1227
595	1806	1224
596	1809	1221
597	1812	1218
598	1815	1215
599	1818	1212
600	1821	1209
601	1824	1206
602	1826	1202
603	1829	1199
604	1831	1195
605	1833	1192
606	1836	1188
607	1838	1185
608	1840	1181
609	1843	1178
610	1847	1176
611	1850	1173
612	1853	1169
613	1855	1166
614	1858	1163
615	1860	1159
616	1864	1157
617	1868	1154
618	1872	1152
619	1875	1149
620	1879	1146
621	1880	1142
622	1883	1139
623	1886	1136
624	1888	1133
625	1890	1129
626	1894	1126
627	1898	1124
628	1900	1121
629	1903	1117
630	1906	1114
631	1908	1111
632	1912	1108
633	1915	1105
634	1918	1102
635	1921	1099
636	1923	1096
637	1927	1093
638	1930	1090
639	1932	1086
640	1934	1083
641	1937	1080
642	1940	1077
643	1944	1074
644	1946	1071
645	1949	1068
646	1951	1064
647	1954	1061
648	1956	1058
649	1959	1055
650	1961	1051
651	1963	1048
652	1965	1044
653	1968	1041
654	1969	1037
655	1972	1034
656	1975	1031
657	1979	1028
658	1982	1025
659	1984	1022
660	1986	1018
661	1989	1015
662	1992	1012
663	1995	1009
664	1997	1006
665	2000	1003
666	2003	1000
667	2007	997
668	2009	994
669	2013	991
670	2015	988
671	2018	985
672	2022	982
673	2026	980
674	2028	976
675	2031	973
676	2034	970
677	2037	967
678	2039	964
679	2042	960
680	2044	957
681	2046	954
682	2048	950
683	2049	947
684	2052	943
685	2055	940
686	2057	937
687	2059	934
688	2061	930
689	2065	927
690	2069	925
691	2072	922
692	2074	919
693	2076	915
694	2079	912
695	2081	909
696	2083	905
697	2086	902
698	2088	899
699	2090	896
700	2092	892
701	2094	889
702	2096	885
703	2098	882
704	2103	880
705	2105	876
706	2109	874
707	2111	871
708	2115	868
709	2118	865
710	2120	861
711	2122	858
712	2124	855
713	2127	852
714	2129	848
715	2133	846
716	2136	843
717	2139	840
718	2142	837
719	2144	833
720	2146	830
721	2150	828
722	2153	825
723	2156	821
724	2158	818
725	2160	815
726	2164	812
727	2167	809
728	2169	806
729	2171	803
730	2175	800
731	2178	797
732	2181	794
733	2183	791
734	2186	788
735	2189	785
736	2193	782
737	2195	779
738	2199	776
739	2203	774
740	2206	771
741	2209	768
742	2213	765
743	2216	762
744	2219	759
745	2220	755
746	2222	752
747	2224	749
748	2228	746
749	2232	744
750	2236	741
751	2239	738
752	2241	735
753	2245	732
754	2248	729
755	2252	726
756	2253	723
757	2255	720
758	2257	716
759	2261	714
760	2264	711
761	2267	708
762	2270	705
763	2273	702
764	2277	699
765	2279	696
766	2283	693
767	2286	690
768	2290	688
769	2293	685
770	2295	681
771	2299	678
772	2300	675
773	2303	672
774	2306	669
775	2309	666
776	2312	663
777	2316	660
778	2319	658
779	2321	654
780	2323	651
781	2326	648
782	2328	645
783	2331	642
784	2335	639
785	2338	636
786	2342	633
787	2345	631
788	2348	627
789	2350	624
790	2354	621
791	2357	619
792	2359	615
793	2361	612
794	2364	609
795	2366	606
796	2369	603
797	2373	600
798	2375	597
799	2378	594
800	2380	591
801	2382	588
802	2386	585
803	2390	582
804	2392	579
805	2394	576
806	2396	573
807	2398	570
808	2401	567
809	2404	563
810	2406	560
811	2408	557
812	2412	554
813	2414	551
814	2416	548
815	2421	545
816	2423	542
817	2426	539
818	2429	536
819	2432	533
820	2435	530
821	2438	528
822	2440	524
823	2443	521
824	2446	518
825	2448	515
826	2450	512
827	2453	509
828	2455	506
829	2458	503
830	2460	500
831	2463	497
832	2466	494
833	2470	491
834	2473	488
835	2476	485
836	2479	482
837	2481	479
838	2485	476
839	2489	474
840	2491	471
841	2494	468
842	2497	465
843	2501	462
844	2503	459
845	2506	456
846	2508	453
847	2511	450
848	2514	447
849	2517	444
850	2520	441
851	2523	438
852	2525	435
853	2528	432
854	2530	429
855	2533	426
856	2535	423
857	2539	420
858	2541	417
859	2544	414
860	2548	411
861	2550	408
862	2552	405
863	2554	402
864	2556	398
865	2558	395
866	2561	392
867	2564	389
868	2566	386
869	2568	383
870	2571	380
871	2573	377
872	2577	374
873	2581	372
874	2584	369
875	2586	366
876	2589	363
877	2592	360
878	2595	357
879	2597	354
880	2599	351
881	2601	348
882	2604	345
883	2606	342
884	2610	339
885	2614	336
886	2616	333
887	2619	330
888	2622	327
889	2625	324
890	2629	321
891	2632	318
892	2634	315
893	2636	312
894	2638	309
895	2641	306
896	2644	303
897	2646	300
898	2648	297
899	2650	294
900	2653	291
901	2655	288
902	2659	285
903	2662	282
904	2665	279
905	2667	276
906	2668	273
907	2671	270
908	2675	267
909	2677	264
910	2680	261
911	2682	258
912	2684	255
913	2687	252
914	2690	249
915	2693	246
916	2696	244
917	2699	241
918	2703	238
919	2705	235
920	2708	232
921	2711	229
922	2713	226
923	2716	223
924	2719	220
925	2721	217
926	2724	214
927	2726	211
928	2728	208
929	2732	205
930	2734	202
931	2736	199
932	2740	196
933	2742	193
934	2745	190
935	2748	187
936	2751	185
937	2755	182
938	2757	179
939	2759	176
940	2762	173
941	2763	170
942	2765	167
943	2767	164
944	2771	161
945	2774	158
946	2776	155
947	2778	152
948	2781	149
949	2785	146
950	2787	143
951	2790	140
952	2791	137
953	2794	134
954	2797	131
955	2801	128
956	2804	126
957	2807	123
958	2809	120
959	2812	117
960	2816	114
961	2820	111
962	2822	108
963	2824	105
964	2827	102
965	2830	99
966	2834	96
967	2837	93
968	2841	90
969	2843	87
970	2846	85
971	2850	82
972	2852	79
973	2854	76
974	2858	73
975	2861	70
976	2864	67
977	2867	64
978	2871	61
979	2874	58
980	2876	55
981	2880	52
982	2883	49
983	2885	46
984	2888	43
985	2890	41
986	2892	38
987	2894	35
988	2898	32
989	2900	29
990	2903	26
991	2905	23
992	2907	20
993	2909	17
994	2913	14
995	2916	11
996	2918	8
997	2921	5
998	2924	2
999	2927	0
