iter	Passed	Remaining
403	6344	9359
404	6358	9340
405	6367	9315
406	6383	9300
407	6397	9282
408	6418	9274
409	6433	9258
410	6449	9242
411	6464	9226
412	6475	9203
413	6492	9190
414	6505	9170
415	6523	9158
416	6533	9134
417	6550	9120
418	6567	9106
419	6579	9085
420	6595	9070
421	6609	9052
422	6620	9031
423	6630	9007
424	6645	8991
425	6659	8973
426	6674	8956
427	6689	8940
428	6716	8939
429	6736	8930
430	6754	8916
431	6763	8892
432	6782	8881
433	6795	8862
434	6813	8850
435	6827	8831
436	6839	8811
437	6852	8792
438	6864	8772
439	6882	8759
440	6898	8743
441	6917	8733
442	6938	8724
443	6956	8711
444	6969	8692
445	6983	8675
446	6993	8651
447	7011	8638
448	7026	8622
449	7035	8598
450	7045	8576
451	7058	8557
452	7065	8531
453	7080	8515
454	7092	8495
455	7113	8486
456	7127	8468
457	7138	8447
458	7149	8426
459	7163	8409
460	7175	8389
461	7188	8371
462	7204	8356
463	7220	8340
464	7232	8321
465	7249	8306
466	7264	8291
467	7275	8270
468	7302	8267
469	7319	8253
470	7331	8234
471	7349	8220
472	7364	8204
473	7378	8188
474	7402	8181
475	7432	8181
476	7462	8182
477	7494	8184
478	7520	8180
479	7548	8177
480	7569	8168
481	7582	8149
482	7604	8139
483	7619	8122
484	7682	8158
485	7713	8157
486	7761	8176
487	7784	8167
488	7800	8151
489	7822	8142
490	7834	8121
491	7847	8102
492	7860	8084
493	7876	8068
494	7892	8051
495	7907	8035
496	7944	8039
497	7962	8026
498	7978	8010
499	7993	7993
500	8011	7979
501	8028	7964
502	8044	7948
503	8056	7928
504	8075	7915
505	8091	7899
506	8111	7887
507	8124	7868
508	8143	7855
509	8161	7841
510	8182	7830
511	8203	7818
512	8222	7805
513	8235	7786
514	8250	7770
515	8265	7752
516	8281	7736
517	8304	7727
518	8322	7712
519	8335	7694
520	8345	7673
521	8362	7657
522	8371	7635
523	8391	7622
524	8411	7609
525	8420	7587
526	8434	7570
527	8447	7551
528	8463	7535
529	8478	7518
530	8496	7504
531	8511	7487
532	8528	7472
533	8538	7451
534	8557	7437
535	8575	7423
536	8593	7409
537	8616	7398
538	8630	7381
539	8646	7365
540	8659	7346
541	8680	7335
542	8696	7318
543	8709	7300
544	8719	7279
545	8733	7262
546	8752	7248
547	8770	7234
548	8790	7221
549	8799	7199
550	8810	7179
551	8824	7161
552	8842	7147
553	8860	7133
554	8881	7120
555	8907	7113
556	8922	7096
557	8938	7080
558	8956	7065
559	8972	7049
560	8983	7029
561	8995	7010
562	9011	6994
563	9028	6979
564	9040	6960
565	9058	6945
566	9075	6930
567	9092	6915
568	9106	6898
569	9121	6881
570	9137	6864
571	9154	6849
572	9168	6832
573	9184	6816
574	9197	6798
575	9206	6777
576	9218	6758
577	9233	6741
578	9249	6725
579	9269	6712
580	9291	6700
581	9313	6689
582	9331	6674
583	9344	6656
584	9358	6639
585	9377	6624
586	9389	6606
587	9403	6589
588	9418	6572
589	9428	6552
590	9438	6532
591	9463	6522
592	9476	6503
593	9496	6490
594	9511	6474
595	9522	6454
596	9532	6434
597	9548	6418
598	9577	6411
599	9591	6394
600	9603	6376
601	9618	6358
602	9628	6339
603	9644	6322
604	9662	6308
605	9683	6295
606	9698	6279
607	9711	6261
608	9728	6246
609	9748	6232
610	9772	6221
611	9792	6208
612	9809	6192
613	9823	6175
614	9842	6161
615	9858	6145
616	9878	6132
617	9901	6120
618	9916	6103
619	9929	6085
620	9955	6075
621	9976	6062
622	9990	6045
623	10013	6033
624	10024	6014
625	10044	6001
626	10055	5982
627	10074	5967
628	10095	5954
629	10112	5939
630	10131	5924
631	10146	5908
632	10161	5891
633	10171	5871
634	10187	5855
635	10199	5837
636	10210	5818
637	10223	5801
638	10243	5786
639	10256	5769
640	10280	5757
641	10291	5739
642	10304	5721
643	10319	5704
644	10333	5687
645	10352	5672
646	10371	5658
647	10383	5640
648	10399	5624
649	10411	5606
650	10426	5589
651	10451	5578
652	10466	5562
653	10483	5546
654	10495	5528
655	10507	5509
656	10517	5490
657	10529	5473
658	10539	5453
659	10554	5437
660	10567	5419
661	10581	5402
662	10592	5384
663	10602	5365
664	10614	5347
665	10630	5331
666	10648	5316
667	10666	5301
668	10683	5286
669	10700	5270
670	10714	5253
671	10729	5237
672	10755	5225
673	10767	5207
674	10778	5189
675	10788	5170
676	10800	5153
677	10814	5135
678	10829	5119
679	10845	5103
680	10866	5090
681	10883	5074
682	10900	5059
683	10911	5041
684	10932	5027
685	10956	5015
686	10971	4998
687	10987	4982
688	11003	4966
689	11029	4955
690	11038	4936
691	11061	4923
692	11070	4904
693	11082	4886
694	11095	4869
695	11106	4851
696	11123	4835
697	11144	4821
698	11156	4804
699	11174	4789
700	11192	4774
701	11207	4757
702	11226	4743
703	11247	4729
704	11260	4711
705	11270	4693
706	11283	4676
707	11299	4660
708	11318	4645
709	11335	4629
710	11349	4613
711	11361	4595
712	11376	4579
713	11386	4560
714	11396	4542
715	11412	4526
716	11439	4515
717	11466	4503
718	11490	4490
719	11510	4476
720	11531	4462
721	11549	4447
722	11565	4431
723	11582	4415
724	11599	4399
725	11619	4385
726	11641	4371
727	11657	4355
728	11670	4338
729	11683	4321
730	11700	4305
731	11716	4289
732	11734	4274
733	11749	4257
734	11765	4242
735	11777	4224
736	11795	4209
737	11817	4195
738	11831	4178
739	11843	4161
740	11854	4143
741	11866	4126
742	11883	4110
743	11898	4094
744	11916	4078
745	11933	4063
746	11948	4046
747	11962	4030
748	11972	4012
749	11981	3993
750	11997	3977
751	12014	3962
752	12030	3946
753	12043	3929
754	12054	3911
755	12068	3895
756	12080	3877
757	12094	3861
758	12112	3845
759	12130	3830
760	12143	3813
761	12160	3798
762	12173	3781
763	12183	3763
764	12199	3747
765	12221	3733
766	12241	3718
767	12255	3702
768	12274	3687
769	12289	3670
770	12305	3654
771	12321	3638
772	12333	3621
773	12348	3605
774	12359	3588
775	12370	3570
776	12383	3554
777	12399	3538
778	12413	3521
779	12430	3505
780	12443	3489
781	12458	3473
782	12472	3456
783	12487	3440
784	12506	3425
785	12527	3410
786	12543	3394
787	12558	3378
788	12572	3362
789	12583	3344
790	12597	3328
791	12609	3311
792	12628	3296
793	12641	3279
794	12661	3265
795	12685	3250
796	12710	3237
797	12728	3222
798	12739	3204
799	12753	3188
800	12768	3172
801	12785	3156
802	12798	3139
803	12811	3123
804	12826	3106
805	12837	3089
806	12849	3073
807	12863	3056
808	12873	3039
809	12887	3023
810	12903	3007
811	12918	2990
812	12931	2974
813	12945	2958
814	12960	2942
815	12974	2925
816	12987	2909
817	13000	2892
818	13013	2875
819	13025	2859
820	13039	2842
821	13051	2826
822	13064	2809
823	13076	2793
824	13088	2776
825	13108	2761
826	13124	2745
827	13136	2728
828	13144	2711
829	13157	2694
830	13171	2678
831	13182	2661
832	13204	2647
833	13222	2631
834	13235	2615
835	13246	2598
836	13255	2581
837	13271	2565
838	13293	2551
839	13306	2534
840	13320	2518
841	13335	2502
842	13346	2485
843	13357	2468
844	13374	2453
845	13394	2438
846	13408	2422
847	13424	2406
848	13441	2390
849	13453	2374
850	13462	2357
851	13470	2339
852	13479	2322
853	13494	2306
854	13515	2292
855	13533	2276
856	13545	2260
857	13555	2243
858	13569	2227
859	13582	2211
860	13597	2195
861	13607	2178
862	13618	2161
863	13635	2146
864	13646	2129
865	13662	2114
866	13677	2098
867	13691	2082
868	13702	2065
869	13715	2049
870	13733	2034
871	13744	2017
872	13759	2001
873	13775	1985
874	13799	1971
875	13819	1956
876	13830	1939
877	13842	1923
878	13855	1907
879	13865	1890
880	13884	1875
881	13905	1860
882	13922	1844
883	13936	1828
884	13952	1812
885	13963	1796
886	13980	1781
887	14000	1765
888	14016	1750
889	14028	1733
890	14042	1717
891	14059	1702
892	14076	1686
893	14092	1670
894	14108	1655
895	14121	1639
896	14131	1622
897	14142	1606
898	14156	1590
899	14177	1575
900	14192	1559
901	14212	1544
902	14224	1528
903	14238	1512
904	14256	1496
905	14269	1480
906	14291	1465
907	14304	1449
908	14317	1433
909	14331	1417
910	14346	1401
911	14368	1386
912	14384	1370
913	14398	1354
914	14414	1339
915	14425	1322
916	14442	1307
917	14459	1291
918	14485	1276
919	14502	1261
920	14525	1245
921	14542	1230
922	14555	1214
923	14571	1198
924	14594	1183
925	14611	1167
926	14621	1151
927	14633	1135
928	14646	1119
929	14665	1103
930	14690	1088
931	14705	1072
932	14714	1056
933	14726	1040
934	14740	1024
935	14750	1008
936	14764	992
937	14779	976
938	14792	960
939	14803	944
940	14815	928
941	14829	913
942	14846	897
943	14858	881
944	14871	865
945	14887	849
946	14899	833
947	14912	817
948	14925	802
949	14940	786
950	14953	770
951	14971	754
952	14987	739
953	15001	723
954	15014	707
955	15028	691
956	15042	675
957	15058	660
958	15075	644
959	15093	628
960	15113	613
961	15124	597
962	15140	581
963	15159	566
964	15182	550
965	15192	534
966	15208	519
967	15219	503
968	15232	487
969	15244	471
970	15258	455
971	15277	440
972	15287	424
973	15298	408
974	15312	392
975	15322	376
976	15340	361
977	15366	345
978	15380	329
979	15394	314
980	15406	298
981	15416	282
982	15427	266
983	15442	251
984	15457	235
985	15467	219
986	15481	203
987	15497	188
988	15512	172
989	15525	156
990	15542	141
991	15563	125
992	15576	109
993	15589	94
994	15599	78
995	15612	62
996	15632	47
997	15642	31
998	15661	15
999	15680	0
