iter	Logloss
215	0.3693827541
216	0.3690878594
217	0.3687101791
218	0.3684458074
219	0.3680979713
220	0.3678195112
221	0.3675488629
222	0.3674293018
223	0.3672305656
224	0.3669710306
225	0.3669327832
226	0.36663807
227	0.3663211541
228	0.3660623552
229	0.3658448363
230	0.3656364514
231	0.3653757936
232	0.3651478465
233	0.3649840145
234	0.3648927989
235	0.3647739157
236	0.3644242348
237	0.364266565
238	0.3639436194
239	0.3637288309
240	0.363485355
241	0.3631143453
242	0.3628887572
243	0.3627092073
244	0.3623445997
245	0.3620527776
246	0.3619095971
247	0.3615401275
248	0.3615109466
249	0.3612672789
250	0.3609056223
251	0.3607438843
252	0.3606958675
253	0.3606062691
254	0.3604523424
255	0.3602522593
256	0.3600747081
257	0.3599084697
258	0.3597250392
259	0.3595276225
260	0.3593401345
261	0.3590096072
262	0.3588237494
263	0.3587670501
264	0.3585887297
265	0.3585274096
266	0.3582763875
267	0.3581095707
268	0.3578361991
269	0.357726137
270	0.3575347942
271	0.3573562746
272	0.3572172821
273	0.3570841856
274	0.3568470016
275	0.3567297979
276	0.3567101156
277	0.3565309529
278	0.3563555411
279	0.3563432407
280	0.3559797016
281	0.3557971838
282	0.3556219848
283	0.3552944839
284	0.3551714738
285	0.3550130509
286	0.3548917696
287	0.3546834586
288	0.3544628876
289	0.3541754239
290	0.3538848717
291	0.3537811163
292	0.3536401655
293	0.3534233225
294	0.3532953861
295	0.3531400687
296	0.3528943514
297	0.3527599255
298	0.3525638732
299	0.3524394425
300	0.3522472101
301	0.3521006667
302	0.3519582862
303	0.351729587
304	0.3514716273
305	0.3513677376
306	0.3512644167
307	0.3510990759
308	0.3508791457
309	0.3505897643
310	0.3504883121
311	0.3502956126
312	0.3501425702
313	0.3500745065
314	0.349861419
315	0.3498309674
316	0.3495071089
317	0.3493658439
318	0.3491504452
319	0.3488598081
320	0.3486954634
321	0.3483841878
322	0.3483670093
323	0.3483230293
324	0.3479856429
325	0.3479021
326	0.3475904004
327	0.3473921686
328	0.3472369266
329	0.3470970228
330	0.3469638604
331	0.3467433626
332	0.346534224
333	0.3463714357
334	0.3461745518
335	0.346083705
336	0.3460026733
337	0.3459362063
338	0.3458781366
339	0.3457492461
340	0.3455902914
341	0.3453100864
342	0.3451441848
343	0.3449615807
344	0.3447730187
345	0.3445823477
346	0.3441961035
347	0.34398282
348	0.3438072975
349	0.3438006906
350	0.3436975489
351	0.3435080899
352	0.3434164231
353	0.3431900201
354	0.3429360773
355	0.3427185534
356	0.3424433106
357	0.342271125
358	0.3421880142
359	0.3419724485
360	0.3418275723
361	0.3416933009
362	0.3415604503
363	0.3413613676
364	0.3412194696
365	0.3410465529
366	0.3407033329
367	0.3404449534
368	0.340200559
369	0.340100793
370	0.3398623147
371	0.3396899554
372	0.3395505718
373	0.3394308411
374	0.3393615394
375	0.3393294309
376	0.3392880348
377	0.339126131
378	0.3389349225
379	0.338818851
380	0.338620256
381	0.3384655994
382	0.3383303414
383	0.3382247432
384	0.3381773612
385	0.338146563
386	0.3379317492
387	0.3377119422
388	0.3376100021
389	0.3374148197
390	0.3372937788
391	0.3370825644
392	0.3368778437
393	0.3367795458
394	0.336577658
395	0.3364276774
396	0.3363020942
397	0.3361769242
398	0.3360545345
399	0.3359386441
400	0.3358118447
401	0.3355980932
402	0.3353680836
403	0.3352662932
404	0.3351260007
405	0.3349860298
406	0.3348637003
407	0.3347400291
408	0.3346626246
409	0.3345615884
410	0.3345600135
411	0.3344235266
412	0.3343050864
413	0.3341806401
414	0.3339337015
415	0.3337743992
416	0.3336178247
417	0.333543193
418	0.3335311818
419	0.3334087999
420	0.3333643823
421	0.3333180499
422	0.3332432406
423	0.3330352467
424	0.3329632225
425	0.3327710584
426	0.332645812
427	0.3325559335
428	0.3324465171
429	0.3323458531
430	0.3321525249
431	0.3319758636
432	0.3319292905
433	0.3318128552
434	0.3316721928
435	0.331578224
436	0.3314437909
437	0.3312974215
438	0.3311966668
439	0.331029759
440	0.3308538705
441	0.3307456003
442	0.3306019008
443	0.3304553004
444	0.3302140248
445	0.3300501751
446	0.3299010413
447	0.3298382449
448	0.3297009613
449	0.3296166974
450	0.3294886041
451	0.3293609058
452	0.3292579239
453	0.3290045565
454	0.3289404971
455	0.3287983899
456	0.3285603932
457	0.3283778167
458	0.3281868787
459	0.3279984461
460	0.3279028348
461	0.3277652426
462	0.3276443513
463	0.3274634722
464	0.3272871382
465	0.3271636498
466	0.3270943594
467	0.3270585116
468	0.3270434967
469	0.3269098888
470	0.3268071967
471	0.3266857532
472	0.3264448715
473	0.3261929962
474	0.3261710629
475	0.3260272211
476	0.3259524841
477	0.3259010293
478	0.325830045
479	0.3257732026
480	0.3256618955
481	0.3255649725
482	0.3254848545
483	0.3254205188
484	0.325189029
485	0.3251731144
486	0.3250759835
487	0.3248794389
488	0.3246440252
489	0.3245259673
490	0.3244388445
491	0.3243427087
492	0.3242230551
493	0.3241931846
494	0.3240674642
495	0.3238308295
496	0.3237798743
497	0.3237195557
498	0.3236485752
499	0.323519376
500	0.323413097
501	0.3232898334
502	0.3232023453
503	0.3231963333
504	0.3231092144
505	0.3230576889
506	0.3230454158
507	0.3229483568
508	0.3228800549
509	0.3228215502
510	0.3227700607
511	0.3226608064
512	0.3223952369
513	0.322246491
514	0.3221099073
515	0.3220205892
516	0.3218337025
517	0.3217818505
518	0.3215729389
519	0.3214983408
520	0.321418876
521	0.3213793315
522	0.3213135112
523	0.3212164996
524	0.3210959379
525	0.3210126734
526	0.320890071
527	0.320883281
528	0.3208211324
529	0.3207755555
530	0.32063048
531	0.3205532015
532	0.3204396447
533	0.3203431542
534	0.3203261325
535	0.3201803501
536	0.3201278648
537	0.3200780744
538	0.3199785787
539	0.3198276407
540	0.3197821278
541	0.3197333733
542	0.3197065063
543	0.3196202321
544	0.3193703292
545	0.3192634519
546	0.3192304779
547	0.3192044197
548	0.3190751964
549	0.3190109258
550	0.3189567453
551	0.3188055823
552	0.3187302199
553	0.3186228488
554	0.3185310301
555	0.3184661248
556	0.3184232424
557	0.3182342048
558	0.3181534969
559	0.3180220842
560	0.3178608923
561	0.3175166749
562	0.3173169694
563	0.3172927505
564	0.3171921038
565	0.3170892756
566	0.3170458826
567	0.3168585383
568	0.3168195795
569	0.3167680283
570	0.3166672756
571	0.3164681339
572	0.3163133429
573	0.3161947781
574	0.3160817755
575	0.3160013537
576	0.3159666362
577	0.3158795107
578	0.3157367502
579	0.3156785733
580	0.3154873315
581	0.3154661601
582	0.3154172454
583	0.3153492916
584	0.3152843958
585	0.3150835926
586	0.3149741663
587	0.3148377413
588	0.3148020816
589	0.3147681858
590	0.3147558346
591	0.3145984319
592	0.3144910114
593	0.314459985
594	0.3144271668
595	0.3143936501
596	0.3143309588
597	0.3142246277
598	0.3142156508
599	0.314073621
600	0.3139794691
601	0.3139702574
602	0.3139453504
603	0.3138713037
604	0.3137408085
605	0.3136647455
606	0.3133866397
607	0.3132929212
608	0.3132917214
609	0.3131197191
610	0.3130064921
611	0.3129203169
612	0.3128655946
613	0.3127499954
614	0.3125924628
615	0.3124866869
616	0.312413839
617	0.3123556343
618	0.3122599538
619	0.3121839076
620	0.312002852
621	0.3119479805
622	0.3118837704
623	0.3117176559
624	0.3116772932
625	0.3115980837
626	0.3115503507
627	0.3114876464
628	0.311319427
629	0.3112824976
630	0.3111687716
631	0.3110292321
632	0.3108280638
633	0.3106519474
634	0.310558448
635	0.3103237361
636	0.3102503002
637	0.3101929485
638	0.310097038
639	0.3100802222
640	0.3100685833
641	0.3099493195
642	0.3098313943
643	0.3097999009
644	0.3096365532
645	0.3096121682
646	0.3095809773
647	0.3093333884
648	0.3092917064
649	0.3092817742
650	0.3092046664
651	0.3090582708
652	0.309027388
653	0.3088608657
654	0.3087125673
655	0.308520917
656	0.3084706667
657	0.3083403704
658	0.3082415282
659	0.3080885671
660	0.3079787656
661	0.3079150059
662	0.3077930826
663	0.3075966799
664	0.3075650339
665	0.3074931348
666	0.3073591522
667	0.307313997
668	0.3071696295
669	0.3070891663
670	0.3070517047
671	0.3069761349
672	0.3068540711
673	0.3067630328
674	0.3066725547
675	0.3065231916
676	0.3064147183
677	0.3063558015
678	0.3062120794
679	0.3059898553
680	0.3058069777
681	0.3056396596
682	0.3055628138
683	0.3054569116
684	0.3053516861
685	0.3052856905
686	0.3051640292
687	0.3050734811
688	0.3049495688
689	0.3048417431
690	0.3047531374
691	0.304600374
692	0.3044929463
693	0.3041295561
694	0.3040238678
695	0.303911551
696	0.3038702776
697	0.3037226884
698	0.3036084157
699	0.3035397899
700	0.3034719707
701	0.3033276844
702	0.3032910065
703	0.3031403603
704	0.3030590211
705	0.3029686827
706	0.3027913696
707	0.302717109
708	0.3026068544
709	0.3025997941
710	0.3024875929
711	0.3022682859
712	0.3021638984
713	0.3020366441
714	0.3020200013
715	0.301843422
716	0.3016874072
717	0.3015952708
718	0.3014390131
719	0.301384126
720	0.3011678973
721	0.301099637
722	0.3010182529
723	0.3009224835
724	0.300850157
725	0.3008084721
726	0.3007675038
727	0.3007047928
728	0.3005556688
729	0.3003858253
730	0.3003059247
731	0.3001821494
732	0.3000892435
733	0.3000700871
734	0.2999740788
735	0.2999686466
736	0.2998508778
737	0.2997508751
738	0.2996650309
739	0.2994934529
740	0.2993850869
741	0.2993066492
742	0.2992602778
743	0.2991882213
744	0.2990806736
745	0.2989531695
746	0.2988660467
747	0.2988493323
748	0.2987935356
749	0.2987572866
750	0.2986881897
751	0.2986548657
752	0.2984690626
753	0.2983214214
754	0.2981515067
755	0.298037164
756	0.2979324482
757	0.2978707515
758	0.297826379
759	0.2976808501
760	0.2975922977
761	0.2975703375
762	0.2974522614
763	0.2974332002
764	0.2973570813
765	0.2972844315
766	0.2972184591
767	0.2971896779
768	0.297110172
769	0.2969404867
770	0.2968169412
771	0.2967690944
772	0.2966292268
773	0.2966039586
774	0.2964862745
775	0.2964144475
776	0.296363555
777	0.2963375331
778	0.296169842
779	0.2961184862
780	0.295876898
781	0.2958106681
782	0.2957441975
783	0.2957377961
784	0.2955643599
785	0.2953192657
786	0.2951733199
787	0.2950293279
788	0.2949963033
789	0.294975909
790	0.2949497463
791	0.2948893748
792	0.2947463505
793	0.2946779627
794	0.2945881365
795	0.2945466734
796	0.2944194783
797	0.2943346215
798	0.2942086014
799	0.2941161966
800	0.2939380144
801	0.2938977765
802	0.2937587631
803	0.2937080436
804	0.2935231906
805	0.2934360473
806	0.293348078
807	0.2932340347
808	0.2931897696
809	0.2929909722
810	0.2928247138
811	0.2926831789
812	0.292547851
813	0.2924555924
814	0.2922804239
815	0.2922258948
816	0.292115294
817	0.2920774625
818	0.2919255561
819	0.2917820163
820	0.2917315969
821	0.2916662069
822	0.2916302058
823	0.2915346145
824	0.2914539408
825	0.2913009113
826	0.2912689364
827	0.2911429545
828	0.2910436296
829	0.2909599548
830	0.2908327026
831	0.2907698176
832	0.2906744756
833	0.2905581919
834	0.2904953047
835	0.2904185164
836	0.2903250697
837	0.2902497755
838	0.2901890872
839	0.2900724105
840	0.2898633984
841	0.2897893647
842	0.2897358103
843	0.2894620073
844	0.2893831622
845	0.2893348406
846	0.2892666037
847	0.2891947374
848	0.2890691524
849	0.2889583003
850	0.2889063555
851	0.2888751926
852	0.2887132127
853	0.2885698813
854	0.2885417362
855	0.2884731087
856	0.2884479942
857	0.2883936485
858	0.2882627429
859	0.2881417465
860	0.2879436829
861	0.2878779899
862	0.2878387608
863	0.28771039
864	0.2876341515
865	0.2875186921
866	0.2874684615
867	0.2873626191
868	0.2872305874
869	0.287172965
870	0.287093718
871	0.2869468099
872	0.2868502613
873	0.2867803251
874	0.2866464301
875	0.286620103
876	0.2865057007
877	0.2864531801
878	0.2863306991
879	0.2862303594
880	0.2861470403
881	0.2861057055
882	0.2860605687
883	0.285941539
884	0.2858660418
885	0.28581525
886	0.2857588586
887	0.2856298141
888	0.2855912977
889	0.2855295625
890	0.285465636
891	0.2852778013
892	0.2852339835
893	0.2851820851
894	0.2849062852
895	0.2846880477
896	0.2846052715
897	0.2845786322
898	0.2845171388
899	0.2844483344
900	0.2843957685
901	0.2843485999
902	0.2842056442
903	0.2840171398
904	0.2839556332
905	0.2838763807
906	0.2836500252
907	0.2835666269
908	0.2835457787
909	0.2834677912
910	0.2832704055
911	0.2831617712
912	0.2830649226
913	0.282982267
914	0.2829364601
915	0.2828532202
916	0.2828099353
917	0.2827455855
918	0.2826563805
919	0.2824987764
920	0.282432202
921	0.2823677423
922	0.2823399858
923	0.2821947367
924	0.2820971971
925	0.2819914027
926	0.2819378282
927	0.2818168899
928	0.2817625568
929	0.2816657383
930	0.2816135529
931	0.2815898712
932	0.2815052039
933	0.2813402242
934	0.2811681632
935	0.2811064924
936	0.2810087471
937	0.2809462867
938	0.2808768496
939	0.2808496185
940	0.2807887356
941	0.2807221024
942	0.2806215025
943	0.2803544326
944	0.2803255479
945	0.2800831291
946	0.2799626166
947	0.2799181151
948	0.2797182061
949	0.2794210283
950	0.2793531884
951	0.2792542172
952	0.2792046016
953	0.2791176104
954	0.2790654987
955	0.279004214
956	0.2788829246
957	0.2787963374
958	0.2787005109
959	0.2786255573
960	0.2784260223
961	0.2783087044
962	0.2782913039
963	0.2782230807
964	0.2779672891
965	0.2778831866
966	0.2778220994
967	0.2777252016
968	0.2776645482
969	0.2775515806
970	0.2774802485
971	0.2774419223
972	0.2773847732
973	0.2771402091
974	0.2770882647
975	0.2770416354
976	0.2768261896
977	0.2767294058
978	0.2766688643
979	0.2765899064
980	0.2765034918
981	0.2764633375
982	0.2763727529
983	0.2762832066
984	0.2761831904
985	0.2761614136
986	0.2760848588
987	0.276020932
988	0.2759428773
989	0.2758200204
990	0.2757754041
991	0.2757023503
992	0.2756022008
993	0.2753987726
994	0.2752212118
995	0.2751202368
996	0.2750802543
997	0.2749670285
998	0.2749335258
999	0.2748806256
